id,latitude,longitude,matrix_id,type,fill_level,waste_kg,priority,elevation_m,nearest_node
3723,38.710700989,-9.437479973,392,container,0,0,1,57.0,330438676
3724,38.702400208,-9.421910286,393,container,0,0,1,11.0,892584403
3725,38.697898865,-9.446290016,394,container,0,0,1,39.0,330434878
3726,38.706100464,-9.434909821,395,container,0,0,1,51.0,893544017
3727,38.698200226,-9.448829651,396,container,0,0,1,43.0,1155655896
3728,38.697898865,-9.430930138,397,container,0,0,1,32.0,1591374859
3731,38.706699371,-9.445730209,398,container,0,0,1,60.0,9159524640
3735,38.698898315,-9.420479774,399,container,0,0,1,9.0,1155654795
3737,38.703399658,-9.434490204,400,container,0,0,1,47.0,1934984137
3739,38.710700989,-9.433099747,401,container,0,0,1,47.0,893544251
3740,38.721298218,-9.440190315,402,container,0,0,1,76.0,2474129652
3741,38.701000214,-9.441740036,403,container,0,0,1,45.0,3775173204
3742,38.709899902,-9.441200256,404,container,0,0,1,46.0,330438687
3743,38.711399078,-9.45083046,405,container,0,0,1,59.0,1835791412
3744,38.713500977,-9.451950073,406,container,0,0,1,67.0,1155698836
3745,38.697200775,-9.438909531,407,container,0,0,1,41.0,1591374795
3746,38.71149826,-9.423680305,408,container,0,0,1,66.0,892583952
3747,38.70249939,-9.432390213,409,container,0,0,1,47.0,9157340313
3748,38.71680069,-9.454350471,410,container,0,0,1,69.0,1835793149
3749,38.707000732,-9.440150261,411,container,0,0,1,56.0,8090951026
3750,38.695701599,-9.443440437,412,container,0,0,1,32.0,330434935
3751,38.706001282,-9.444829941,413,container,0,0,1,60.0,330437537
3753,38.713500977,-9.371379852,414,container,0,0,1,62.0,1057864840
3754,38.712398529,-9.372750282,415,container,0,0,1,47.0,5276085761
3755,38.710300446,-9.375849724,416,container,0,0,1,43.0,1057851786
3756,38.71149826,-9.377900124,417,container,0,0,1,44.0,11739975255
3757,38.709499359,-9.374699593,418,container,0,0,1,42.0,1057851848
3758,38.711601257,-9.383489609,419,container,0,0,1,41.0,11052575084
3759,38.714298248,-9.381640434,420,container,0,0,1,64.0,1057654618
3760,38.715999603,-9.382949829,421,container,0,0,1,71.0,1057654668
3761,38.708599091,-9.377160072,422,container,0,0,1,38.0,1057888828
3762,38.707199097,-9.379289627,423,container,0,0,1,34.0,1057851843
3763,38.707199097,-9.375160217,424,container,0,0,1,36.0,1055824539
3764,38.700901031,-9.374910355,425,container,0,0,1,33.0,1937481235
3765,38.699798584,-9.377550125,426,container,0,0,1,34.0,1937481368
3766,38.723300934,-9.409009933,427,container,0,0,1,73.0,892322211
3767,38.722698212,-9.406490326,428,container,0,0,1,73.0,892322255
3768,38.720901489,-9.40721035,429,container,0,0,1,63.0,11088905706
3769,38.719600677,-9.406849861,430,container,0,0,1,59.0,892321480
3770,38.717399597,-9.403790474,431,container,0,0,1,61.0,892322730
3771,38.717998505,-9.40639019,432,container,0,0,1,61.0,11088905771
3773,38.713100433,-9.404789925,433,container,0,0,1,61.0,9156964387
3774,38.713199615,-9.403249741,434,container,0,0,1,79.0,309339000
3775,38.715301514,-9.399740219,435,container,0,0,1,91.0,309339009
3778,38.710399628,-9.404459953,436,container,0,0,1,57.0,309338996
3779,38.71149826,-9.407299995,437,container,0,0,1,68.0,1835271315
3780,38.710601807,-9.407589912,438,container,0,0,1,68.0,1835271365
3781,38.707801819,-9.408220291,439,container,0,0,1,64.0,1155655813
3782,38.708499908,-9.40571022,440,container,0,0,1,55.0,1835271588
3783,38.705699921,-9.406909943,441,container,0,0,1,45.0,309334333
3784,38.704898834,-9.408619881,442,container,0,0,1,37.0,892583379
3786,38.707801819,-9.410369873,443,container,0,0,1,73.0,982807892
3787,38.71049881,-9.409970284,444,container,0,0,1,70.0,10820163222
3788,38.711700439,-9.408679962,445,container,0,0,1,75.0,10820163219
3789,38.707099915,-9.404230118,446,container,0,0,1,44.0,10857144014
3790,38.710700989,-9.399589539,447,container,0,0,1,47.0,309789300
3791,38.714199066,-9.39496994,448,container,0,0,1,71.0,309339017
3792,38.71390152,-9.39729023,449,container,0,0,1,87.0,309794826
3793,38.708301544,-9.395700455,450,container,0,0,1,31.0,309330691
3794,38.705101013,-9.395389557,451,container,0,0,1,21.0,3214288544
3795,38.703800201,-9.396439552,452,container,0,0,1,14.0,309332564
3798,38.709499359,-9.399100304,453,container,0,0,1,42.0,309327872
3800,38.703098297,-9.387729645,454,container,0,0,1,28.0,309810210
3801,38.707199097,-9.3875103,455,container,0,0,1,45.0,13355808963
3802,38.703800201,-9.391329765,456,container,0,0,1,13.0,309809576
3803,38.708698273,-9.393799782,457,container,0,0,1,62.0,309782970
3804,38.708301544,-9.390740395,458,container,0,0,1,55.0,1057584741
3805,38.712799072,-9.390049934,459,container,0,0,1,71.0,1057584754
3806,38.713500977,-9.393230438,460,container,0,0,1,80.0,7836398991
3807,38.709400177,-9.386650085,461,container,0,0,1,66.0,1934497300
3808,38.708000183,-9.386839867,462,container,0,0,1,61.0,13355808967
3809,38.705699921,-9.386719704,463,container,0,0,1,51.0,1934497500
3810,38.705501556,-9.3811903,464,container,0,0,1,29.0,1967071028
3811,38.705799103,-9.381919861,465,container,0,0,1,38.0,1275848081
3812,38.704101563,-9.384119987,466,container,0,0,1,32.0,1509751420
3813,38.706401825,-9.383370399,467,container,0,0,1,48.0,13583317850
3815,38.708198547,-9.383749962,468,container,0,0,1,60.0,5336717144
3816,38.698001862,-9.373900414,469,container,0,0,1,23.0,330341155
3818,38.701000214,-9.383509636,470,container,0,0,1,28.0,1507292268
3819,38.701900482,-9.38383007,471,container,0,0,1,26.0,1506796359
3820,38.701900482,-9.385080338,472,container,0,0,1,27.0,1508531280
3821,38.702598572,-9.379879951,473,container,0,0,1,32.0,1506823457
3824,38.710700989,-9.411680222,474,container,0,0,1,45.0,892323652
3825,38.703899384,-9.389889717,475,container,0,0,1,24.0,309809981
3827,38.702800751,-9.375100136,476,container,0,0,1,42.0,2813094407
3828,38.705799103,-9.376139641,477,container,0,0,1,44.0,1055836761
3829,38.717498779,-9.393989563,478,container,0,0,1,98.0,1057063976
3830,38.711898804,-9.385640144,479,container,0,0,1,54.0,1057654744
3831,38.707901001,-9.412420273,480,container,0,0,1,59.0,1835270930
3832,38.703399658,-9.394889832,481,container,0,0,1,28.0,1604245231
3833,38.711200714,-9.374990463,482,container,0,0,1,45.0,1057859722
3834,38.723400116,-9.399029732,483,container,0,0,1,107.0,258385930
3835,38.710098267,-9.404020309,484,container,0,0,1,58.0,309338996
3836,38.702201843,-9.378450394,485,container,0,0,1,33.0,1275836005
3837,38.709499359,-9.405799866,486,container,0,0,1,59.0,1835270830
3839,38.70880127,-9.400226593,487,container,0,0,1,41.0,309327143
3840,38.715000153,-9.403289795,488,container,0,0,1,102.0,309796476
3842,38.723701477,-9.406040192,489,container,0,0,1,78.0,892322137
3843,38.701000214,-9.385029793,490,container,0,0,1,27.0,330341112
3845,38.704399109,-9.378210068,491,container,0,0,1,39.0,1275836016
3846,38.705101013,-9.378620148,492,container,0,0,1,34.0,1055845121
3847,38.70539856,-9.377929688,493,container,0,0,1,38.0,1506796341
3848,38.705699921,-9.379509926,494,container,0,0,1,31.0,1055845116
3849,38.706699371,-9.384900093,495,container,0,0,1,55.0,1932443747
3850,38.706699371,-9.385709763,496,container,0,0,1,57.0,1932443776
3851,38.705898285,-9.386030197,497,container,0,0,1,53.0,1100706194
3852,38.705501556,-9.385310173,498,container,0,0,1,48.0,1932443743
3853,38.701599121,-9.380029678,499,container,0,0,1,24.0,1506823454
3854,38.700801849,-9.380439758,500,container,0,0,1,27.0,1508531245
3855,38.69960022,-9.381739616,501,container,0,0,1,18.0,1508531156
3856,38.700901031,-9.381540298,502,container,0,0,1,19.0,1508531142
3857,38.699699402,-9.380290031,503,container,0,0,1,25.0,1509729450
3858,38.699100494,-9.381349564,504,container,0,0,1,24.0,330341104
3859,38.700298309,-9.383299828,505,container,0,0,1,23.0,1509608603
3860,38.7018013,-9.381239891,506,container,0,0,1,23.0,1506823454
3861,38.701400757,-9.379380226,507,container,0,0,1,32.0,1506823473
3862,38.716899872,-9.380209923,508,container,0,0,1,73.0,7043230648
3866,38.706699371,-9.388469696,509,container,0,0,1,24.0,1100694199
3867,38.709499359,-9.410349846,510,container,0,0,1,60.0,892583424
3868,38.705799103,-9.390449524,511,container,0,0,1,14.0,309809685
3869,38.702800751,-9.384730339,512,container,0,0,1,29.0,1508464455
3870,38.706001282,-9.398610115,513,container,0,0,1,24.0,309332513
3871,38.705001831,-9.398960114,514,container,0,0,1,20.0,309332513
3876,38.706298828,-9.391119957,515,container,0,0,1,26.0,5496415797
3877,38.703899384,-9.40680027,516,container,0,0,1,27.0,1168673788
3878,38.715900421,-9.381710052,517,container,0,0,1,74.0,7043230659
3879,38.707099915,-9.373100281,518,container,0,0,1,34.0,1055831466
3880,38.709300995,-9.392210007,519,container,0,0,1,50.0,5278567904
3882,38.703899384,-9.385749817,520,container,0,0,1,31.0,1932443766
3883,38.711101532,-9.392990112,521,container,0,0,1,63.0,309809700
3885,38.698299408,-9.375760078,522,container,0,0,1,27.0,330341157
3886,38.697200775,-9.376170158,523,container,0,0,1,25.0,330338749
3887,38.696201324,-9.3729496,524,container,0,0,1,24.0,203863364
3888,38.697498322,-9.372059822,525,container,0,0,1,27.0,149658649
3889,38.697498322,-9.370329857,526,container,0,0,1,34.0,1055751702
3890,38.697898865,-9.369389534,527,container,0,0,1,41.0,1055751698
3891,38.703800201,-9.368120193,528,container,0,0,1,34.0,1155685391
3892,38.70059967,-9.371350288,529,container,0,0,1,29.0,1055812940
3893,38.698699951,-9.372850418,530,container,0,0,1,24.0,1109876607
3895,38.700099945,-9.361860275,531,container,0,0,1,79.0,1076964074
3896,38.702899933,-9.362179756,532,container,0,0,1,70.0,1060505860
3897,38.702800751,-9.360280037,533,container,0,0,1,74.0,1060510487
3898,38.702201843,-9.358610153,534,container,0,0,1,74.0,1060510433
3899,38.697898865,-9.358869553,535,container,0,0,1,77.0,306008578
3900,38.697101593,-9.357210159,536,container,0,0,1,74.0,414997717
3901,38.69260025,-9.356240273,537,container,0,0,1,58.0,305862325
3903,38.693099976,-9.360890388,538,container,0,0,1,28.0,5329074548
3904,38.691699982,-9.361450195,539,container,0,0,1,25.0,5329074579
3905,38.692798615,-9.365269661,540,container,0,0,1,23.0,1055685969
3906,38.694801331,-9.363249779,541,container,0,0,1,30.0,5329074570
3907,38.696899414,-9.362130165,542,container,0,0,1,58.0,11672715473
3909,38.689899445,-9.354260445,543,container,0,0,1,29.0,2261993930
3911,38.687599182,-9.352470398,544,container,0,0,1,23.0,305835056
3912,38.689800262,-9.35708046,545,container,0,0,1,24.0,305834914
3913,38.689098358,-9.36013031,546,container,0,0,1,22.0,305834937
3914,38.685600281,-9.351599693,547,container,0,0,1,17.0,305835136
3916,38.691001892,-9.358480453,548,container,0,0,1,27.0,2059628419
3917,38.691398621,-9.359109879,549,container,0,0,1,27.0,305862278
3919,38.685699463,-9.350370407,550,container,0,0,1,21.0,305835081
3920,38.692100525,-9.347379684,551,container,0,0,1,42.0,2231749767
3921,38.691501617,-9.350500107,552,container,0,0,1,34.0,5292081195
3925,38.694099426,-9.360219955,553,container,0,0,1,32.0,5659954361
3927,38.692699432,-9.350379944,554,container,0,0,1,38.0,5291891914
3928,38.695098877,-9.353919983,555,container,0,0,1,58.0,4863778367
3929,38.690498352,-9.356149673,556,container,0,0,1,28.0,305862472
3931,38.689498901,-9.355420113,557,container,0,0,1,27.0,305834910
3933,38.691101074,-9.355190277,558,container,0,0,1,33.0,305868332
3935,38.70349884,-9.362449646,559,container,0,0,1,71.0,1060505903
3936,38.704498291,-9.362569809,560,container,0,0,1,52.0,1060505887
3938,38.697498322,-9.362850189,561,container,0,0,1,69.0,1155685159
3939,38.696998596,-9.363329887,562,container,0,0,1,48.0,1055721912
3940,38.696201324,-9.363840103,563,container,0,0,1,39.0,1055721888
3941,38.695899963,-9.363240242,564,container,0,0,1,44.0,1055721898
3942,38.694499969,-9.364879608,565,container,0,0,1,33.0,1055671763
3943,38.694198608,-9.365679741,566,container,0,0,1,32.0,1055707307
3944,38.695800781,-9.365010262,567,container,0,0,1,30.0,9156787085
3945,38.697200775,-9.36493969,568,container,0,0,1,36.0,1911713211
3946,38.697399139,-9.366140366,569,container,0,0,1,33.0,1055732031
3947,38.697799683,-9.367360115,570,container,0,0,1,35.0,1055751680
3948,38.696498871,-9.368450165,571,container,0,0,1,29.0,9156787027
3949,38.695899963,-9.368530273,572,container,0,0,1,29.0,9156787037
3950,38.695899963,-9.367139816,573,container,0,0,1,29.0,9156784098
3951,38.695800781,-9.350250244,574,container,0,0,1,57.0,305868351
3952,38.694499969,-9.357469559,575,container,0,0,1,64.0,305868323
3953,38.689300537,-9.354780197,576,container,0,0,1,29.0,305862466
3955,38.70539856,-9.367380142,577,container,0,0,1,33.0,1055824269
3964,38.700801849,-9.367469788,578,container,0,0,1,57.0,1155685349
3992,38.699100494,-9.357000351,579,container,0,0,1,77.0,1155685301
4052,38.69329834,-9.362660408,580,container,0,0,1,27.0,305862416
4148,38.690498352,-9.352950096,581,container,0,0,1,34.0,327522380
4155,38.693000793,-9.358550072,582,container,0,0,1,35.0,5182589538
4227,38.700099945,-9.359589577,583,container,0,0,1,78.0,5659204726
4228,38.688400269,-9.343569756,584,container,0,0,1,30.0,3194412110
4229,38.693000793,-9.353340149,585,container,0,0,1,53.0,305868193
4230,38.69260025,-9.35863018,586,container,0,0,1,35.0,10830325981
4231,38.686599731,-9.356780052,587,container,0,0,1,10.0,305834959
4233,38.695098877,-9.358539581,588,container,0,0,1,65.0,305868313
4235,38.698001862,-9.364520073,589,container,0,0,1,47.0,1155684944
4236,38.706100464,-9.323490143,590,container,0,0,1,58.0,427065077
4237,38.703899384,-9.33880043,591,container,0,0,1,81.0,4847906006
4238,38.702701569,-9.34070015,592,container,0,0,1,73.0,292328773
4241,38.736801147,-9.341489792,593,container,0,0,1,115.0,3256761736
4242,38.735801697,-9.339710236,594,container,0,0,1,111.0,3256761729
4243,38.736999512,-9.340169907,595,container,0,0,1,114.0,3256761758
4244,38.729198456,-9.343379974,596,container,0,0,1,108.0,13583317823
4245,38.727100372,-9.341320038,597,container,0,0,1,106.0,3379858315
4246,38.723800659,-9.343560219,598,container,0,0,1,104.0,3379852478
4247,38.723300934,-9.342329979,599,container,0,0,1,105.0,10896486928
4248,38.72190094,-9.343460083,600,container,0,0,1,102.0,6390237202
4250,38.720500946,-9.346839905,601,container,0,0,1,90.0,3379814877
4251,38.718017578,-9.341875076,602,container,0,0,1,97.0,412815371
4253,38.715301514,-9.342350006,603,container,0,0,1,91.0,1665282492
4254,38.709098816,-9.334730148,604,container,0,0,1,86.0,2598505941
4255,38.713699341,-9.337200165,605,container,0,0,1,91.0,1617818578
4256,38.716499329,-9.338020325,606,container,0,0,1,91.0,1623899206
4257,38.712200165,-9.332810402,607,container,0,0,1,81.0,1617818751
4258,38.709400177,-9.324529648,608,container,0,0,1,79.0,1616118413
4259,38.715000153,-9.325460434,609,container,0,0,1,103.0,908220940
4260,38.713699341,-9.323309898,610,container,0,0,1,87.0,2919253076
4261,38.715099335,-9.323730469,611,container,0,0,1,93.0,908235569
4262,38.716499329,-9.323889732,612,container,0,0,1,101.0,1641180232
4263,38.717498779,-9.324250221,613,container,0,0,1,95.0,908228910
4264,38.718101501,-9.323630333,614,container,0,0,1,101.0,1641180387
4265,38.717098236,-9.325480461,615,container,0,0,1,104.0,1641180282
4266,38.716899872,-9.326230049,616,container,0,0,1,100.0,908224239
4267,38.717300415,-9.32861042,617,container,0,0,1,107.0,908224283
4268,38.715900421,-9.326990128,618,container,0,0,1,107.0,908225507
4270,38.718200684,-9.334449768,619,container,0,0,1,98.0,1617836081
4271,38.715999603,-9.33178997,620,container,0,0,1,107.0,1616132210
4274,38.717399597,-9.330780029,621,container,0,0,1,123.0,675344528
4275,38.717300415,-9.330860138,622,container,0,0,1,122.0,675344528
4276,38.718601227,-9.331219673,623,container,0,0,1,112.0,920474336
4277,38.719100952,-9.331689835,624,container,0,0,1,109.0,674934033
4278,38.719600677,-9.329979897,625,container,0,0,1,102.0,675344508
4279,38.723800659,-9.333060265,626,container,0,0,1,104.0,1641116907
4281,38.72359848,-9.327090263,627,container,0,0,1,100.0,1641180055
4282,38.724601746,-9.322170258,628,container,0,0,1,86.0,1570379355
4283,38.72480011,-9.320469856,629,container,0,0,1,91.0,2071360158
4284,38.727401733,-9.326169968,630,container,0,0,1,102.0,1961189636
4285,38.728401184,-9.32419014,631,container,0,0,1,102.0,623700714
4286,38.728599548,-9.321640015,632,container,0,0,1,100.0,623700570
4287,38.739601135,-9.313899994,633,container,0,0,1,112.0,1956489926
4288,38.739398956,-9.31303978,634,container,0,0,1,119.0,1956489905
4289,38.739898682,-9.311490059,635,container,0,0,1,122.0,10877437458
4290,38.738098145,-9.312150002,636,container,0,0,1,110.0,2049624258
4291,38.737201691,-9.313079834,637,container,0,0,1,113.0,2049619877
4292,38.734100342,-9.314370155,638,container,0,0,1,101.0,2049620507
4293,38.738498688,-9.313469887,639,container,0,0,1,109.0,10893147444
4294,38.730499268,-9.325400352,640,container,0,0,1,105.0,623673080
4295,38.731700897,-9.332570076,641,container,0,0,1,119.0,623673103
4296,38.729099274,-9.331870079,642,container,0,0,1,108.0,623672787
4297,38.727798462,-9.328269958,643,container,0,0,1,103.0,1651533400
4298,38.72600174,-9.327719688,644,container,0,0,1,103.0,1961189685
4299,38.726501465,-9.330679893,645,container,0,0,1,106.0,1651533377
4300,38.725601196,-9.333939552,646,container,0,0,1,102.0,469972794
4301,38.725601196,-9.336170197,647,container,0,0,1,98.0,10288980412
4302,38.734901428,-9.33716011,648,container,0,0,1,114.0,2641021364
4303,38.736099243,-9.337140083,649,container,0,0,1,114.0,2641021484
4304,38.737400055,-9.338399887,650,container,0,0,1,115.0,2641021418
4305,38.737701416,-9.342459679,651,container,0,0,1,115.0,3256761221
4306,38.745998383,-9.336440086,652,container,0,0,1,127.0,469973406
4307,38.729598999,-9.363630295,653,container,0,0,1,91.0,2658709179
4308,38.727798462,-9.361280441,654,container,0,0,1,91.0,2658712724
4309,38.72869873,-9.355330467,655,container,0,0,1,98.0,2641011967
4310,38.72869873,-9.353610039,656,container,0,0,1,103.0,2641010804
4311,38.724998474,-9.352749825,657,container,0,0,1,102.0,412816363
4312,38.720298767,-9.352219582,658,container,0,0,1,93.0,1957123355
4313,38.720901489,-9.351610184,659,container,0,0,1,96.0,10941164899
4314,38.721801758,-9.350910187,660,container,0,0,1,98.0,10941164904
4315,38.72069931,-9.350660324,661,container,0,0,1,92.0,10941164899
4316,38.71680069,-9.348500252,662,container,0,0,1,83.0,5419257033
4317,38.715099335,-9.348899841,663,container,0,0,1,80.0,8458631857
4318,38.716499329,-9.34951973,664,container,0,0,1,81.0,1957123246
4320,38.71269989,-9.348360062,665,container,0,0,1,74.0,1957123332
4322,38.713699341,-9.354370117,666,container,0,0,1,89.0,3950368154
4323,38.717700958,-9.358659744,667,container,0,0,1,85.0,1055966880
4324,38.715000153,-9.362170219,668,container,0,0,1,75.0,1055955684
4325,38.713600159,-9.36357975,669,container,0,0,1,76.0,4282011004
4326,38.712398529,-9.362139702,670,container,0,0,1,71.0,1060194053
4327,38.711200714,-9.362099648,671,container,0,0,1,71.0,1060194047
4328,38.712398529,-9.363659859,672,container,0,0,1,62.0,1060188873
4329,38.711101532,-9.364769936,673,container,0,0,1,60.0,9843014147
4330,38.706199646,-9.362050056,674,container,0,0,1,63.0,1056986973
4331,38.705501556,-9.365920067,675,container,0,0,1,35.0,1056987251
4332,38.705299377,-9.363800049,676,container,0,0,1,45.0,1060505913
4333,38.704498291,-9.358739853,677,container,0,0,1,75.0,1060445361
4334,38.70690155,-9.350839615,678,container,0,0,1,98.0,1060263885
4338,38.70980072,-9.353560448,679,container,0,0,1,88.0,1060247214
4339,38.705001831,-9.355389595,680,container,0,0,1,77.0,414997726
4340,38.705799103,-9.356369972,681,container,0,0,1,77.0,1060445373
4341,38.701900482,-9.355110168,682,container,0,0,1,70.0,414997720
4344,38.699001312,-9.351650238,683,container,0,0,1,73.0,872501922
4345,38.702201843,-9.354129791,684,container,0,0,1,72.0,414260827
4346,38.703800201,-9.354539871,685,container,0,0,1,76.0,1060518233
4347,38.70349884,-9.353369713,686,container,0,0,1,85.0,5295860458
4348,38.70349884,-9.350009918,687,container,0,0,1,87.0,1060395758
4349,38.704399109,-9.352919579,688,container,0,0,1,97.0,1060357356
4350,38.70470047,-9.353859901,689,container,0,0,1,90.0,1060408586
4351,38.705600739,-9.353280067,690,container,0,0,1,91.0,1060408617
4352,38.706001282,-9.34607029,691,container,0,0,1,77.0,1060312101
4355,38.701499939,-9.34885025,692,container,0,0,1,72.0,1060395737
4356,38.700199127,-9.344180107,693,container,0,0,1,64.0,1155685346
4357,38.694000244,-9.351989746,694,container,0,0,1,48.0,305868210
4359,38.69549942,-9.346150398,695,container,0,0,1,58.0,1155685036
4360,38.695301056,-9.347430229,696,container,0,0,1,57.0,1155685149
4361,38.694198608,-9.34679985,697,container,0,0,1,54.0,364152364
4362,38.692901611,-9.346940041,698,container,0,0,1,51.0,1897925962
4363,38.697299957,-9.346039772,699,container,0,0,1,56.0,872501861
4364,38.696201324,-9.342749596,700,container,0,0,1,41.0,1155685132
4365,38.699699402,-9.348759651,701,container,0,0,1,79.0,414260815
4366,38.702999115,-9.345870018,702,container,0,0,1,71.0,1060390694
4367,38.704498291,-9.345129967,703,container,0,0,1,69.0,10283958140
4368,38.703601837,-9.342610359,704,container,0,0,1,62.0,1903335867
4369,38.707199097,-9.343279839,705,container,0,0,1,72.0,1903335840
4370,38.70980072,-9.345020294,706,container,0,0,1,78.0,878831140
4371,38.709098816,-9.34333992,707,container,0,0,1,89.0,878831157
4372,38.709201813,-9.339980125,708,container,0,0,1,83.0,412815317
4373,38.71049881,-9.341830254,709,container,0,0,1,88.0,412815309
4374,38.711399078,-9.339280128,710,container,0,0,1,87.0,412815334
4375,38.707698822,-9.347789764,711,container,0,0,1,74.0,1060273104
4377,38.71149826,-9.346209526,712,container,0,0,1,88.0,3379761522
4378,38.719100952,-9.345899582,713,container,0,0,1,89.0,1677696621
4379,38.701400757,-9.35544014,714,container,0,0,1,69.0,414997751
4380,38.697101593,-9.354390144,715,container,0,0,1,60.0,306008388
4381,38.701301575,-9.357250214,716,container,0,0,1,72.0,414997761
4382,38.713100433,-9.322199821,717,container,0,0,1,86.0,1195551213
4383,38.705101013,-9.349450111,718,container,0,0,1,97.0,1060357387
4388,38.714401245,-9.323399544,719,container,0,0,1,93.0,908235589
4389,38.709098816,-9.362070084,720,container,0,0,1,62.0,1056987148
4390,38.699798584,-9.35394001,721,container,0,0,1,69.0,2352631795
4391,38.716499329,-9.343729973,722,container,0,0,1,86.0,412815365
4392,38.700698853,-9.341859818,723,container,0,0,1,66.0,1957173233
4393,38.716899872,-9.345879555,724,container,0,0,1,89.0,1677696421
4394,38.705200195,-9.359539986,725,container,0,0,1,73.0,1060453059
4395,38.748100281,-9.333620071,726,container,0,0,1,137.0,540473562
4396,38.730499268,-9.328269958,727,container,0,0,1,114.0,623673279
4397,38.729598999,-9.340760231,728,container,0,0,1,104.0,2640826986
4398,38.71269989,-9.344389915,729,container,0,0,1,77.0,3379759055
4399,38.711799622,-9.355859756,730,container,0,0,1,89.0,1060229543
4400,38.705200195,-9.324199677,731,container,0,0,1,73.0,327601375
4401,38.700298309,-9.346159935,732,container,0,0,1,67.0,1155685093
4402,38.69960022,-9.341070175,733,container,0,0,1,60.0,413159087
4404,38.706501007,-9.346389771,734,container,0,0,1,77.0,3775103662
4405,38.711299896,-9.36468029,735,container,0,0,1,60.0,1055929371
4406,38.711299896,-9.336549759,736,container,0,0,1,87.0,1617818613
4407,38.705799103,-9.355039597,737,container,0,0,1,77.0,1060424672
4408,38.704498291,-9.360150337,738,container,0,0,1,67.0,11037932302
4409,38.732398987,-9.364970207,739,container,0,0,1,92.0,984551955
4410,38.700698853,-9.350790024,740,container,0,0,1,85.0,12054360117
4411,38.726699829,-9.320420265,741,container,0,0,1,93.0,2071358989
4412,38.710201263,-9.329000473,742,container,0,0,1,91.0,1195551302
4413,38.709300995,-9.327409744,743,container,0,0,1,80.0,1195551307
4414,38.71049881,-9.328209877,744,container,0,0,1,86.0,726915918
4415,38.710601807,-9.325929642,745,container,0,0,1,84.0,1616118432
4417,38.711898804,-9.325329781,746,container,0,0,1,92.0,726915904
4418,38.712600708,-9.326620102,747,container,0,0,1,91.0,1195551240
4419,38.711898804,-9.327589989,748,container,0,0,1,92.0,1195551180
4420,38.715301514,-9.3291502,749,container,0,0,1,111.0,1617835993
4421,38.713401794,-9.330149651,750,container,0,0,1,95.0,1615188868
4422,38.713199615,-9.331089973,751,container,0,0,1,90.0,1615052954
4423,38.712501526,-9.330639839,752,container,0,0,1,94.0,1616139013
4424,38.711799622,-9.329959869,753,container,0,0,1,95.0,1615148745
4425,38.71390152,-9.335929871,754,container,0,0,1,87.0,1617818499
4426,38.713230133,-9.335828781,755,container,0,0,1,90.0,1617818743
4427,38.708583832,-9.355986595,756,container,0,0,1,96.0,1060424683
4428,38.707401276,-9.356209755,757,container,0,0,1,91.0,414997749
4429,38.707500458,-9.35503006,758,container,0,0,1,97.0,1060424675
4430,38.712398529,-9.335599899,759,container,0,0,1,88.0,412799429
4431,38.718799591,-9.350660324,760,container,0,0,1,89.0,1957123516
4432,38.73400116,-9.343440056,761,container,0,0,1,115.0,469973003
4433,38.719299316,-9.340359688,762,container,0,0,1,99.0,9644813832
4434,38.721298218,-9.348059654,763,container,0,0,1,91.0,2100374155
4435,38.701599121,-9.338829994,764,container,0,0,1,66.0,1956757508
4436,38.731700897,-9.322469711,765,container,0,0,1,96.0,623673608
4438,38.697101593,-9.349470139,766,container,0,0,1,70.0,1069083423
4439,38.697399139,-9.350219727,767,container,0,0,1,69.0,1069083428
4440,38.697898865,-9.351380348,768,container,0,0,1,70.0,305868350
4441,38.697101593,-9.352089882,769,container,0,0,1,66.0,1069083468
4442,38.695800781,-9.353309631,770,container,0,0,1,60.0,305868179
4443,38.694400787,-9.35076046,771,container,0,0,1,52.0,306008255
4444,38.693500519,-9.349989891,772,container,0,0,1,44.0,305868357
4445,38.693698883,-9.348620415,773,container,0,0,1,45.0,306008207
4446,38.695201874,-9.348230362,774,container,0,0,1,60.0,1155685315
4448,38.695800781,-9.349309921,775,container,0,0,1,59.0,1069100597
4739,38.716400146,-9.363490105,776,container,0,0,1,67.0,3950368011
5126,38.726699829,-9.329540253,777,container,0,0,1,105.0,1961189765
5287,38.709598541,-9.358240128,778,container,0,0,1,101.0,414997795
5320,38.720600128,-9.348879814,779,container,0,0,1,89.0,2100374090
5384,38.702301025,-9.335940361,780,container,0,0,1,75.0,1956761545
5386,38.715999603,-9.350410461,781,container,0,0,1,82.0,3379811269
5389,38.703800201,-9.351539612,782,container,0,0,1,87.0,5659403941
5390,38.718601227,-9.342209816,783,container,0,0,1,98.0,8635160811
5391,38.741798401,-9.337059975,784,container,0,0,1,120.0,3256825722
5392,38.707401276,-9.341910362,785,container,0,0,1,75.0,1903335827
6169,38.716300964,-9.383330345,786,container,0,0,1,71.0,1057654677
6352,38.714801788,-9.405360222,787,container,0,0,1,52.0,309796476
6354,38.708900452,-9.35089016,788,container,0,0,1,90.0,1060273197
6365,38.703998566,-9.429459572,789,container,0,0,1,53.0,4612208342
6366,38.71849823,-9.402440071,790,container,0,0,1,64.0,892321648
6369,38.737800598,-9.395620346,791,container,0,0,1,126.0,1162552442
6370,38.727401733,-9.446660042,792,container,0,0,1,70.0,1147280931
6371,38.716598511,-9.437190056,793,container,0,0,1,73.0,1835793009
